stem,word_m,lang_GT_API,stopword,remove?,remove_class
betti,betty,en,False,False,
loss,loss,en,False,False,
like,like,en,False,False,
lost,lost,en,False,False,
incred,incredible,en,False,False,
bibl,bible,en,False,False,
corpor,corporate,en,False,False,
clown,clown,en,False,False,
bark,bark,en,False,False,
chica,chica,es,False,True,non_en
cantando,cantando,es,False,True,non_en
heed,heed,en,False,False,
lose,lose,en,False,False,
chick,chick,en,False,False,
juic,juice,en,False,False,
soft,soft,en,False,False,
page,page,en,False,False,
candi,candy,en,False,False,
taim,t'aime,fr,False,True,non_en
shed,shed,en,False,False,
nigga,nigga,en,False,False,
pleur,pleure,fr,False,True,non_en
captur,captured,en,False,False,
mua,mua,vi,,True,non_en
matin,matin,fr,False,True,non_en
thief,thief,en,False,False,
hail,hail,en,False,False,
recuerdo,recuerdo,es,False,True,non_en
hair,hair,en,False,False,
homm,homme,fr,False,True,non_en
daylight,daylight,en,False,False,
får,får,sv,False,True,non_en
reviv,revive,en,False,False,
homi,homie,en,False,False,
dizer,dizer,pt,False,True,non_en
proper,proper,en,False,False,
home,home,en,False,False,
motivo,motivo,es,False,True,non_en
blade,blade,en,False,False,
thiev,thieves,en,False,False,
vraiment,vraiment,fr,False,True,non_en
guid,guide,en,False,False,
ess,esse,pt,True,True,non_en
bet,bet,lt,,True,non_en
lead,lead,en,False,False,
zwei,zwei,de,False,True,non_en
broad,broad,en,False,False,
avoid,avoid,en,False,False,
lean,lean,en,False,False,
thank,thank,en,False,False,
chapter,chapter,en,False,False,
leap,leap,en,False,False,
fountain,fountain,en,False,False,
passion,passion,en,False,False,
settl,settle,en,False,False,
esa,esa,es,True,True,non_en
leau,l'eau,fr,False,True,non_en
eso,eso,es,True,True,non_en
hunger,hunger,en,False,False,
behav,behave,en,False,False,
nake,naked,en,False,False,
leader,leader,en,False,False,
pued,puede,es,False,True,non_en
trap,trapped,en,False,False,
birthday,birthday,en,False,False,
peau,peau,fr,False,True,non_en
puedo,puedo,es,False,True,non_en
obey,obey,en,False,False,
worthi,worthy,en,False,False,
pueda,pueda,es,False,True,non_en
ident,identity,en,False,False,
bathroom,bathroom,en,False,False,
slut,slut,sv,False,True,non_en
parasit,parasite,en,False,False,
singin,singin',en,False,False,
forgiv,forgive,en,False,False,
glori,glory,en,False,False,
although,although,en,False,False,
instinct,instinct,en,False,False,
despué,después,es,False,True,non_en
llama,llama,es,False,True,non_en
vengeanc,vengeance,en,False,False,
swept,swept,en,False,False,
stage,stage,en,False,False,
throne,throne,en,False,False,
cuerpo,cuerpo,es,False,True,non_en
sister,sister,en,False,False,
quarter,quarter,en,False,False,
rare,rare,en,False,False,
knowin,knowin',en,False,False,
linger,linger,en,False,False,
justic,justice,en,False,False,
freedom,freedom,en,False,False,
waist,waist,en,False,False,
mä,mä,,,True,non_en
cleans,cleanse,en,False,False,
thirti,thirty,en,False,False,
courag,courage,en,False,False,
chrome,chrome,en,False,False,
fear,fear,en,False,False,
swear,swear,en,False,False,
hier,hier,de,True,True,non_en
sweat,sweat,en,False,False,
avenu,avenue,en,False,False,
fals,false,en,False,False,
toma,toma,es,False,True,non_en
tomb,tomb,en,False,False,
diablo,diablo,en,False,False,
kann,kann,de,True,True,non_en
own,own,en,True,True,nltk_sw
absolut,absolutely,en,False,False,
societi,society,en,False,False,
owe,owe,en,False,False,
tight,tight,en,False,False,
tortur,torture,en,False,False,
perman,permanent,en,False,False,
automat,automatic,en,False,False,
luna,luna,ro,False,True,non_en
weather,weather,en,False,False,
lung,lungs,en,False,False,
brush,brush,en,False,False,
awhil,awhile,en,False,False,
tristeza,tristeza,es,False,True,non_en
kinda,kinda,en,False,False,
pussi,pussy,en,False,False,
dug,dug,en,False,False,
mere,mere,da,False,True,non_en
invad,invade,en,False,False,
wollt,wollte,de,True,True,non_en
mississippi,mississippi,en,False,False,
vai,vai,lv,,True,non_en
van,van,nl,True,True,non_en
saben,saben,es,False,True,non_en
crave,crave,en,False,False,
pictur,picture,en,False,False,
personn,personne,fr,False,True,non_en
esperando,esperando,es,False,True,non_en
aan,aan,nl,True,True,non_en
spiral,spiral,en,False,False,
feat,(feat.,en,False,True,sign
threat,threat,en,False,False,
appl,apple,en,False,False,
tun,tun,de,False,True,non_en
inner,inner,en,False,False,
también,también,es,True,True,non_en
ed,ed,,,True,non_en
var,var,sv,True,True,non_en
vas,vas,sl,,True,non_en
quanto,quanto,it,True,True,non_en
stai,stai,it,True,True,non_en
mijn,mijn,nl,True,True,non_en
buy,buy,en,False,False,
north,north,en,False,False,
noel,noel,en,False,False,
innoc,innocent,en,False,False,
tocar,tocar,es,False,True,non_en
bus,bus,en,False,False,
brand,brand,en,False,False,
deja,deja,es,False,True,non_en
wed,wedding,en,False,False,
continu,continue,en,False,False,
llevo,llevo,es,False,True,non_en
,,,,True,sign
hi,hi,en,,True,non_en
ho,ho,,,True,non_en
nut,nuts,en,False,False,
whistl,whistle,en,False,False,
grate,grateful,en,False,False,
jai,j'ai,fr,False,True,non_en
eas,ease,en,False,False,
ear,ears,en,False,False,
eat,eat,en,False,False,
wherev,wherever,en,False,False,
he,he,,,True,non_en
count,count,en,False,False,
selfish,selfish,en,False,False,
cu,cu,,,True,non_en
made,made,en,False,False,
wise,wise,en,False,False,
temp,temps,fr,False,True,non_en
seit,seit,de,False,True,non_en
whether,whether,en,False,False,
wish,wish,en,False,False,
j,j,,,True,letter
smooth,smooth,en,False,False,
flip,flip,en,False,False,
troubl,trouble,en,False,False,
whoa,whoa,en,False,False,
record,record,en,False,False,
below,below,en,True,True,nltk_sw
belov,beloved,en,False,False,
limit,limit,en,False,False,
hesit,hesitate,en,False,False,
beau,beau,fr,False,True,non_en
cake,cake,en,False,False,
quizá,quizás,es,False,True,non_en
problem,problem,en,False,False,
sein,sein,de,True,True,non_en
duro,duro,es,False,True,non_en
cmon,c'mon,fr,False,True,non_en
pin,pin,en,False,False,
int,inte,sv,True,True,non_en
whisper,whisper,en,False,False,
dure,during,en,True,True,nltk_sw
gira,gira,es,False,True,non_en
pie,pie,lv,,True,non_en
dura,dura,es,False,True,non_en
pig,pig,en,False,False,
twist,twist,en,False,False,
cap,cap,ca,,True,non_en
jenni,jenny,en,False,False,
mejor,mejor,es,False,True,non_en
ink,ink,en,False,False,
manchmal,manchmal,de,False,True,non_en
penni,penny,en,False,False,
pit,pit,en,False,False,
happen,happen,en,False,False,
beckon,beckon,en,False,False,
alegria,alegria,pt,False,True,non_en
groov,groove,en,False,False,
coisa,coisa,pt,False,True,non_en
lalala,lalala,id,False,True,non_en
menschen,menschen,de,False,True,non_en
seul,seul,fr,False,True,non_en
boot,boots,en,False,False,
cave,cave,en,False,False,
40,40,,,True,numeric
saviour,saviour,en,False,False,
book,book,en,False,False,
seus,seus,pt,True,True,non_en
futur,future,en,False,False,
sick,sick,en,False,False,
niemal,niemals,de,False,True,non_en
behold,behold,en,False,False,
out,out,en,True,True,nltk_sw
talkin,talkin',en,False,False,
reckless,reckless,en,False,False,
adam,adam,en,False,False,
fiesta,fiesta,es,False,True,non_en
genau,genau,de,False,True,non_en
junk,junk,en,False,False,
repeat,repeat,en,False,False,
star,stars,en,False,False,
monday,monday,en,False,False,
grito,grito,es,False,True,non_en
vega,vegas,en,False,False,
june,june,en,False,False,
jung,junge,de,False,True,non_en
guardo,guardo,it,False,True,non_en
reput,reputation,en,False,False,
unser,unsere,de,True,True,non_en
stab,stab,en,False,False,
attempt,attempt,en,False,False,
ese,ese,es,True,True,non_en
throughout,throughout,en,False,False,
basement,basement,en,False,False,
veil,veil,en,False,False,
humbl,humble,en,False,False,
vein,veins,en,False,False,
goin,goin',en,False,False,
ghost,ghost,en,False,False,
–,–,,,True,sign
sólo,sólo,es,False,True,non_en
4x,(4x),ar,False,True,non_en
pode,pode,pt,False,True,non_en
aún,aún,es,False,True,non_en
jewel,jewels,en,False,False,
sarà,sarà,it,True,True,non_en
rule,rules,en,False,False,
paranoia,paranoia,en,False,False,
vuoi,vuoi,it,False,True,non_en
fifti,fifty,en,False,False,
raven,raven,en,False,False,
là,là,,,True,non_en
lá,lá,,,True,non_en
allein,allein,de,False,True,non_en
yell,yell,en,False,False,
at,at,en,,True,nltk_sw
confess,confess,en,False,False,
sincer,sincere,en,False,False,
richard,richard,en,False,False,
